Locus	Assay	Chrom	Genetic Position	Contig	Yacs
D3Mit180.2		Chr3		WC3.42	115_B_1 166_B_12 169_D_10 180_A_2 181_A_3 185_G_4 198_F_6 256_C_10 302_G_11 385_E_12 410_A_10
D3Mit46.1		Chr3		WC3.43	309_C_1 312_D_11 316_F_3 357_F_12 417_G_1
D3Mit202.1		Chr3		WC3.4	140_A_2
D3Mit132.1		Chr3		WC3.46	317_B_6 324_G_5 358_F_11 378_E_10 378_G_5 408_D_12 456_F_11
D3Mit60	MPC428	Chr3	0.0 F	WC3.1	131_B_2 150_D_6 199_B_6 283_H_3 346_B_7 388_E_2
D3Mit61.1		Chr3		WC3.2	285_G_6 285_H_4 287_C_4 293_D_12 313_H_10 362_C_7
D3Mit360	MPC1441	Chr3		WC3.38	113_E_5 160_H_5 166_C_5 185_H_6 304_A_9 321_C_5 379_G_11 385_C_12 387_D_12 419_F_3 421_A_8 432_H_5 439_D_3 460_C_2
D3Mit269	MTH455	Chr3	2.2 F		133_G_6 442_G_3
D3Mit164	MT1571	Chr3	2.2 F	WC3.1	129_H_1 131_B_2 171_E_3 180_G_7 278_A_1 300_F_2 331_C_6 385_H_5 395_A_6 463_B_4
D3Mit149	MT1307	Chr3	2.2 F	WC3.1	120_B_7 131_B_2 150_D_6 171_E_3 296_F_1 346_B_7 385_H_5 388_E_2
D3Mit221	MT3397	Chr3	2.2 F	WC3.1	187_E_10 300_F_2 313_E_9 388_B_6 395_A_6 457_H_3 463_B_4
D3Mit150	MT1341	Chr3	2.2 F	WC3.2	120_G_1 140_A_5 144_F_2 333_H_3 362_C_7 391_B_5
D3Mit264	MT2827	Chr3	2.2 F		116_D_3 239_D_7 330_E_9 388_B_6 408_E_3
D3Mit61	MPC990	Chr3	2.2 F	WC3.2	285_G_6 293_D_12 362_C_7 391_B_5
D3Mit265	MT2791	Chr3	4.4 F		169_G_4 203_B_1 379_H_6
D3Mit353	MTH2441	Chr3	4.4 P	WC3.2	136_A_3 333_H_3 389_H_12 452_G_10 452_G_9
D3Mit54	B572	Chr3	4.4 P		184_F_5 313_A_3 321_C_11 325_H_6 397_G_4 424_A_4 454_F_12 87_H_6
D3Mit165	MT1151	Chr3	4.4 F	WC3.3	150_E_5 306_A_11 387_E_9 454_A_6
D3Mit237	MT3749	Chr3	4.4 F		131_B_4 141_F_3 159_E_9 177_B_10 342_G_5 389_F_1
D3Mit202	MT3210	Chr3	4.4 F	WC3.4	140_A_2
D3Mit324	MTH1619	Chr3	4.4 F		178_C_1 459_G_10
D3Mit236	MT3931	Chr3	4.4 F	WC3.3	150_E_5 306_A_11 343_H_8 387_E_9 396_E_4 450_A_2 454_A_6 456_H_9
D3Mit177	MT2399	Chr3	4.4 F	WC3.5	126_H_7 341_A_5 415_B_9
D3Mit332	MTH3205	Chr3	15.3 F	WC3.6	119_B_6 167_E_7 200_G_9 304_C_3 402_H_3 410_D_8 436_B_12 447_D_4
D3Mit169	MT1764	Chr3	15.3 P	WC3.6	119_B_6 167_E_7 200_G_9 304_C_3 346_C_8 411_C_11 412_E_7 436_B_12
D3Mit295	MTH828	Chr3	15.3 F	WC3.7	166_G_7 326_D_7 351_B_5 391_H_12
D3Mit306	MTH1014	Chr3	16.4 F		288_C_7
D3Mit307	MTH1647	Chr3	16.4 F		215_A_7
D3Mit152	MT668	Chr3	16.4 F		172_A_4 310_D_1 402_D_10
D3Mit224	MT3091	Chr3	16.4 F		148_C_8 173_E_11 88_B_8 88_F_6
D3Mit225	MT3178	Chr3	16.4 P		127_H_3 164_A_12 388_E_1
D3Mit4	L40	Chr3	16.4 F	WC3.9	279_D_6 279_F_10 295_E_3 296_C_9 316_H_5 319_A_6 382_E_7 388_D_5 398_C_7 402_F_8
D3Mit333	MTH2860	Chr3	16.4 P		133_F_6 239_F_7
D3Mit24	A636	Chr3	16.4 F		212_G_11 308_E_12 350_A_3 384_A_3 384_C_12 386_A_3 386_D_11 402_E_2 402_G_11 460_G_2 465_B_10
D3Mit94	MPC636	Chr3	16.4 F	WC3.8	120_A_10 172_A_7 273_F_9 273_G_9 281_G_2 286_D_7 357_G_11 381_G_2 418_F_2
D3Mit63	MPC1714	Chr3	16.4 P	WC3.9	296_C_9
D3Mit133	MTH230	Chr3	16.4 F		163_G_3 187_C_12
D3Mit226	MT15	Chr3	16.4 F	WC3.8	212_D_1 281_G_2
D3Mit95	MPC2565	Chr3	16.4 F		151_H_12 153_H_6 173_E_11 214_G_6 255_H_8 285_G_5 425_B_3 426_A_2 426_H_3
D3Mit96	MPC673	Chr3	17.5 P	WC3.10	187_D_5 291_A_4 308_A_6 453_D_5
D3Mit227	MT3414	Chr3	17.5 P		164_E_3 453_C_1
D3Mit308	MTH2042	Chr3	17.5 P	WC3.10	134_G_12 187_D_5 301_A_6 409_D_12 434_B_6 453_D_5
D3Mit182	MMH376	Chr3	17.5 P	WC3.11	183_A_10 183_G_7 313_A_11 386_G_7 391_C_2 414_A_6 427_D_11 450_D_9 451_H_3 458_E_12
D3Mit65	MPC1125	Chr3	17.5 P	WC3.11	183_G_7 239_G_3 290_H_3 384_F_6 386_E_6 391_B_1 391_C_2 414_A_6 450_C_3 450_D_9 451_H_3 458_E_12
D3Mit5	M123	Chr3	17.5 F	WC3.11	427_D_11
D3Mit64	MPC704	Chr3	17.5 P	WC3.11	117_H_5 274_B_5 386_G_7 391_C_2 409_A_4 414_A_6 450_D_9 458_E_12
D3Mit296	MTH504	Chr3	17.5 P		178_A_10 178_H_7 180_H_1 181_G_7 183_B_10 183_C_10
D3Mit6	M149	Chr3	17.5 P		113_B_2 131_C_5 277_G_10 306_C_4 306_G_2 376_C_5 410_G_3 449_H_3 463_C_5
D3Mit207	MT2507	Chr3	18.6 F	WC3.11	380_D_7
D3Mit354	MTH2243	Chr3	18.6 P		115_C_7 127_A_7 203_B_11 416_D_2 426_E_7
D3Mit153	MT1346	Chr3	18.6 F	WC3.11	305_D_1 420_A_7
D3Mit134.2		Chr3	18.6 F	WC3.11	156_G_8 279_A_5 290_H_3 293_D_1 305_D_1
D3Mit274	MJ4750	Chr3	18.6 F	WC3.11	119_G_12 120_A_6 137_A_7 138_H_10 183_G_7 212_E_4 212_G_4 279_A_5 290_H_3 293_D_1 305_D_1 360_C_9 451_H_3
D3Mit183	MT2243	Chr3	18.6 F	WC3.11	129_H_4 160_A_10 188_G_2 380_D_7 420_A_7 459_C_6
D3Mit119	MT191	Chr3	18.6 F	WC3.11	129_H_4 188_G_2 293_D_1 380_D_7 420_A_7 433_C_9 453_C_3
D3Mit136	MT1022	Chr3	20.8 P	WC3.13	124_F_5 153_H_10 289_A_3 341_C_2 405_C_9
D3Mit184	MT2198	Chr3	20.8 F	WC3.13	116_G_12 153_D_10 153_H_10 240_H_6 286_A_7 417_D_5
D3Mit276	MT4784	Chr3	20.8 P		119_C_5
D3Mit67	MPC1571	Chr3	20.8 F	WC3.13	240_H_6 256_E_3 286_A_7 302_D_10 304_B_5 378_G_3 417_D_5
D3Mit334	MTH2183	Chr3	20.8 F	WC3.14	133_C_4 140_C_4 184_D_2 193_E_1 266_C_6 405_F_9
D3Mit275	MT5307	Chr3	20.8 F	WC3.12	134_E_11 139_A_5 181_H_11 184_B_2 332_H_5 333_C_11 412_E_12 430_E_12
D3Mit66	MPC270	Chr3	20.8 P	WC3.12	181_H_11 199_C_3
D3Mit120	MMH295	Chr3	20.8 F	WC3.12	144_C_8 144_D_7 181_H_11 332_H_5
D3Mit135.1		Chr3	20.8 P	WC3.12	119_H_11 132_B_8 132_G_11 134_E_11 139_A_5 181_H_11 184_B_2 332_H_5 333_C_11 412_E_12 430_E_12
D3Mit69	MPC732	Chr3	21.9 F	WC3.14	125_F_1 125_F_3 184_D_2 266_C_6 351_B_5 351_C_5 391_D_4 442_G_10 462_F_3
D3Mit228	MT3240	Chr3	21.9 P		180_E_2 304_G_7 309_A_4 412_G_3 444_A_12 444_B_11
D3Mit185	MT2358	Chr3	21.9 F		440_C_6
D3Mit171	MT1514	Chr3	21.9 F		389_G_5
D3Mit68	MPC564	Chr3	21.9 F	WC3.14	121_D_3 125_F_1 125_F_3 333_B_6 443_E_2
D3Mit25.2		Chr3	21.9 F	WC3.14	125_F_1 125_F_3 184_D_2 266_C_6 351_B_5 351_C_5 391_D_4
D3Mit241	MTAR4049	Chr3	24.0 F	WC3.13	123_C_4 167_D_10 181_A_1 185_E_7 199_D_9 322_H_2 328_H_1 335_F_11
D3Mit154	A687	Chr3	24.0 P		414_A_4
D3Mit52.3		Chr3	25.1 P	WC3.15	160_B_12 163_E_5 312_H_11 402_C_12 417_E_7 456_B_4 456_C_1
D3Mit337	MTH3066	Chr3	25.1 P	WC3.16	140_E_9 147_G_1 164_G_7 305_G_7
D3Mit297	MTH567	Chr3	25.1 F	WC3.13	161_H_3 167_D_10 212_C_2 310_C_11 322_B_5 335_F_11 335_G_11 386_C_8 398_D_2 402_G_9 441_A_3 457_H_12 460_A_4
D3Mit209	MT3203	Chr3	25.1 F		131_D_6 136_E_6 140_F_4 281_G_5 388_E_11 409_E_10
D3Mit243	MJ4269	Chr3	25.1 P	WC3.15	160_B_12 312_H_11 402_C_12 417_E_7 425_D_3 456_B_4 456_C_1
D3Mit309	MTH1366	Chr3	25.1 F		127_A_1
D3Mit242	MJ4286	Chr3	25.1 F		115_B_2 144_H_1 181_D_1 187_H_1 240_D_12 303_D_5 311_E_6 322_F_5 322_H_5 326_C_12
D3Mit22	d122	Chr3	25.1 F		122_E_10
D3Mit277	MJ5078	Chr3	25.1 F		116_H_1 128_H_2 274_D_3 287_D_2 392_D_5
D3Mit70	MPC348	Chr3	25.1 F	WC3.13	113_G_1 123_C_4 153_C_4 160_E_3 163_C_3 181_A_1 185_A_9 185_E_7 212_A_3
D3Mit71	MPC291	Chr3	25.1 F	WC3.13	123_C_4 153_C_4 181_A_1 185_E_7 212_A_3 289_A_3 350_H_9 411_A_10 421_H_6 427_C_3
D3Mit137	MT961	Chr3	26.2 F		144_A_4 303_B_8 437_H_1
D3Mit51	J8	Chr3	26.2 F	WC3.16	124_B_10 140_E_9 147_G_1 434_F_3
D3Mit280	MT4427	Chr3	26.2 F	WC3.13	256_A_10 256_E_12 281_A_10 281_C_6 282_A_7 282_C_5 309_A_12 309_H_7 310_C_11
D3Mit230	MT3316	Chr3	28.4 P	WC3.18	141_C_9 214_C_12 344_D_12 386_E_8 417_B_10
D3Mit245	MT3484	Chr3	28.4 F		171_C_12 215_F_1 290_A_12 330_E_8 356_A_4 403_E_4 436_D_5 456_E_10
D3Mit186	MTH278	Chr3	28.4 F	WC3.18	124_A_4 344_D_12 386_E_8 387_D_3 417_B_10
D3Mit244.2		Chr3	28.4 F	WC3.17	113_D_11 178_E_9 203_F_12 341_E_9 341_F_5 341_F_9 408_A_1 416_C_5
D3Mit339.1		Chr3	28.4 F	WC3.18	141_C_9 214_C_12 344_D_12 417_B_10 463_A_12
D3Mit310	MTH1355	Chr3	28.4 P	WC3.17	113_D_11 178_E_9 179_C_5 203_F_12 341_F_5 341_F_9 398_B_5 408_A_1 416_C_5
D3Mit229	MT3042	Chr3	28.4 P	WC3.18	116_E_6 122_C_4 177_D_9 177_E_1 200_D_7 326_D_4 386_E_8 388_B_6 408_E_3 417_B_10 427_G_2 434_D_12 436_D_12
D3Mit338	MTH2425	Chr3	28.4 P	WC3.18	141_C_9 214_C_12 463_A_12
D3Mit210	MT2895	Chr3	29.5 F		331_A_8 331_B_11 448_D_8
D3Mit97	MPC2312	Chr3	29.5 P	WC3.18	214_C_12 385_F_4 418_F_2 444_D_4
D3Mit212	MT3211	Chr3	29.5 F	WC3.18	214_C_12 385_F_4 418_F_2 444_D_4
D3Mit139	MMH365	Chr3	29.5 P	WC3.19	376_G_5 387_B_7 432_F_11 456_E_12
D3Mit281.1		Chr3	29.5 P	WC3.19	156_B_9 166_D_12 172_D_6 184_A_9 185_C_11 198_E_1 217_B_2 274_F_12 282_A_3 299_G_11 345_C_8 345_C_9 345_D_9 376_G_5 446_E_5 456_G_5
D3Mit340	MTH2800	Chr3	29.5 F		156_H_12 185_A_12 386_C_1
D3Mit73	MPC489	Chr3	29.5 F	WC3.19	136_H_4 152_C_7 171_B_7 172_D_6 172_H_6 184_A_9 217_B_2 274_F_12 281_B_3 299_G_11 300_G_2
D3Mit72	MPC1449	Chr3	29.5 F	WC3.18	141_C_9 344_D_12 379_B_1 408_F_4 442_A_5 444_D_4
D3Mit174	MT1703	Chr3	29.5 F	WC3.18	214_C_12 344_D_12 385_F_4 418_F_2 444_D_4
D3Mit246	MT3741	Chr3	29.5 P	WC3.20	158_A_12 281_F_5 312_G_6 331_D_11 381_A_1 381_F_2 385_D_3 385_F_10 421_F_4
D3Mit211	MT2474	Chr3	29.5 F	WC3.19	136_H_4 163_G_3 184_A_9 274_F_12 299_G_11 300_G_2 360_F_4 360_H_6 378_D_3 431_E_1 443_B_8 444_E_9
D3Mit40	A1110	Chr3	29.5 F		140_H_7 444_G_3
D3Mit98	MPC2199	Chr3	29.5 F	WC3.19	166_C_4 170_G_2 185_A_9 281_A_7 360_F_4 360_H_6 381_B_8 429_H_5 431_E_1 444_E_9 457_D_9
D3Mit74	MPC1341	Chr3	30.6 F		184_E_1 332_F_6
D3Mit99	MPC805	Chr3	33.9 F	WC3.22	217_F_3 298_E_7 319_D_8 326_C_2 361_G_9 403_C_1
D3Mit341	MTH2910	Chr3	33.9 F	WC3.21	187_F_11 288_D_11 312_E_1 362_F_11 376_E_7 434_C_3
D3Mit75	MPC292	Chr3	33.9 P	WC3.20	115_E_6 115_E_7 127_D_11 312_G_6 331_B_1 348_B_1 398_H_4
D3Mit76	MPC846	Chr3	33.9 F		117_D_5 444_H_1 463_A_4
D3Mit311	MTH1329	Chr3	33.9 P		144_C_2
D3Mit232	MT3283	Chr3	33.9 P	WC3.21	162_F_11 167_C_9 187_F_11 200_A_5 288_D_11 292_B_1 308_A_1 324_H_5 362_F_11 376_E_7 385_G_10 434_C_3
D3Mit156	A769	Chr3	33.9 P	WC3.22	217_F_3 319_D_8 361_G_9
D3Mit233	MT3416	Chr3	35.0 F	WC3.23	131_H_12 292_F_3 385_G_1
D3Mit101	MPC2573	Chr3	35.0 F		185_E_3 289_A_9 431_E_4 455_D_6
D3Mit41	B235	Chr3	35.0 F	WC3.23	131_H_12 292_F_3 385_G_1
D3Mit157.2		Chr3	36.1 F	WC3.23	163_A_8 178_G_7 188_C_4 329_H_8 331_D_6 459_A_7
D3Mit12	A60	Chr3	37.2 P	WC3.20	115_E_6 331_B_1 385_D_3
D3Mit189	MT1408	Chr3	37.2 F	WC3.20	114_C_5 115_E_6 115_E_7 118_E_4 187_G_6 187_H_6 199_A_5 380_B_6 444_F_3 447_H_4 459_C_4
D3Mit213	MT2433	Chr3	37.2 F	WC3.23	117_F_12 131_H_12 140_E_6 292_F_3 427_F_5 463_C_9
D3Mit77	MPC1744	Chr3	37.2 F	WC3.24	110_C_7 181_A_7 223_D_10 312_G_7 414_C_12 419_G_11 439_C_5 439_C_7 447_H_8 455_A_8 460_D_12
D3Mit190	MT2113	Chr3	37.2 P	WC3.35	135_F_8 148_H_10 274_G_1 331_B_8 427_F_5 435_C_9 438_F_2
D3Mit142	MTH202	Chr3	37.2 P	WC3.31	148_D_2 279_G_1 360_B_6 397_B_12 455_A_8
D3Mit102	MPC2604	Chr3	37.2 P	WC3.24	181_A_7 185_B_8 224_H_11 306_F_5 312_G_7 321_G_11 414_C_12 419_G_11 422_E_3 429_E_3 439_C_5 439_C_7 455_A_8
D3Mit191	MT2007	Chr3	37.2 P		307_D_6 396_C_4 406_F_12
D3Mit342	MTH2436	Chr3	37.2 F	WC3.20	120_A_7 199_E_1 334_D_10 431_B_4 443_C_7 443_D_5 443_F_4 444_D_4 444_F_3 445_C_4 445_D_3
D3Mit283	MT4995	Chr3	37.2 P	WC3.20	135_B_6 135_G_6 312_G_6 403_B_2 409_G_11 425_B_7 450_H_6 459_D_3
D3Mit10	A34	Chr3	37.2 F		326_D_8
D3Mit214	MT2910	Chr3	38.3 F		132_F_2 335_B_11 377_D_7 431_H_5 442_B_3 443_A_3 460_A_7
D3Mit266	MT2822	Chr3	38.3 F	WC3.24	134_C_5 141_A_1 169_B_11 358_D_2 389_F_2 395_A_7 409_E_8
D3Mit284	MT5054	Chr3	38.3 F	WC3.24	141_A_1 169_B_11 385_B_1
D3Mit248	MTAR4100	Chr3	38.3 F	WC3.24	181_A_7 312_G_7 321_G_11 414_C_12 419_G_11 447_H_8 455_A_8 459_E_5
D3Mit192	MT1302	Chr3	38.3 F	WC3.24	114_F_11 169_B_11 311_B_7 358_D_2 409_E_8
D9Mit132	MT219	Chr3	38.3 P		116_H_5 331_B_5 380_D_11 445_F_12 451_E_11
D3Mit104.3		Chr3	39.3 F	WC3.25	159_B_4 214_G_6 282_H_8 283_D_3 349_B_7 378_B_10 403_A_3
D3Mit286	MTH348	Chr3	39.3 F	WC3.25	117_C_9 389_A_4 416_F_7 463_F_6
D3Mit39	A869	Chr3	39.3 F	WC3.25	117_C_9 389_A_4 416_F_7 463_F_6
D3Mit56	B713	Chr3	39.3 F	WC3.25	117_C_9 187_E_11 389_A_4
D3Mit105	MPC2544	Chr3	39.3 F	WC3.25	116_E_1 187_E_11 214_G_6 389_A_4
D3Mit285	MT5004	Chr3	39.3 F	WC3.25	159_E_12 214_G_6 282_H_8 316_G_10 349_B_7 389_A_4 417_A_7
D3Mit158	MT1325	Chr3	39.3 F	WC3.25	117_C_9 152_E_7 183_C_11 309_C_12 352_D_1 385_D_11 387_H_8 463_F_6
D3Mit314	MTH1379	Chr3	40.4 P	WC3.27	139_A_8 160_A_9 168_A_4 255_G_5 328_B_12 346_G_3 348_G_2 350_G_7 358_D_5 377_G_12
D3Mit124	MT205	Chr3	40.4 F	WC3.28	183_A_3 304_C_9 332_C_6
D3Mit250	MT3958	Chr3	40.4 P	WC3.29	119_B_10 131_H_10 430_H_7 433_C_1
D3Mit346	MTH1822	Chr3	40.4 P	WC3.26	139_H_1 87_H_3
D3Mit123	MT269	Chr3	40.4 P		183_C_11 217_E_9 311_E_9 405_B_3 434_G_3 459_A_12
D3Mit57	B493	Chr3	40.4 F	WC3.26	159_E_10 239_F_11 285_E_8 306_D_3 87_H_3
D3Mit144	MT1203	Chr3	40.4 P	WC3.28	125_D_7 127_B_4 139_B_9 304_C_9 332_C_6
D3Mit299.1		Chr3	40.4 F	WC3.29	119_B_10 131_H_10 430_H_7 433_C_1 453_F_11 453_G_9
D3Mit315	MTH951	Chr3	40.4 F	WC3.26	141_B_11 239_F_11 285_E_8 306_D_1 306_H_1 316_G_6 458_B_8 87_H_3
D3Mit249	MT3808	Chr3	40.4 F	WC3.27	168_A_4 214_A_10 214_B_12 328_B_12 346_G_3 350_G_7 444_B_4 444_B_6 444_B_8
D3Mit78	MPC1705	Chr3	40.4 P	WC3.30	119_F_7 133_G_1 160_H_11 215_E_11 384_B_9 417_E_11 437_E_10
D3Mit106	MPC1846	Chr3	40.4 F	WC3.30	135_F_1 151_F_3 326_H_4 382_E_1 440_F_7 87_D_11
D3Mit79	MPC110	Chr3	40.4 F	WC3.31	136_A_11 148_D_2 150_E_3 183_A_1 256_G_9 279_G_1 293_H_12 322_A_11 357_F_4 357_F_6 360_B_6
D3Mit300	MTH704	Chr3	40.4 F	WC3.27	169_D_7 214_B_12 328_B_12
D3Mit287	MT5044	Chr3	40.4 F	WC3.28	298_F_12 332_C_5 332_C_6 377_G_2
D3Mit252	MT3856	Chr3	41.5 F	WC3.32	160_F_3 217_A_11 217_C_4 217_E_3 218_F_11
D3Mit318	MTH919	Chr3	41.5 F	WC3.32	183_D_6 218_F_11 239_B_4
D3Mit288	MTH377	Chr3	41.5 F		274_D_11
D3Mit347	MTH2491	Chr3	41.5 F	WC3.33	119_F_2 438_H_7 88_E_3
D3Mit108.1		Chr3	41.5 F	WC3.34	286_B_8 424_H_3 425_G_3 448_H_3
D3Mit317	MTH2037	Chr3	41.5 P	WC3.33	119_F_2 151_B_9 168_B_5 178_E_10 178_F_1 418_G_8 419_A_10 460_D_12 88_E_3
D3Mit43	B391	Chr3	41.5 F		170_E_5 288_E_2
D3Mit80	MPC1036	Chr3	41.5 F		281_H_5
D3Mit216	MT3201	Chr3	41.5 P	WC3.32	144_B_9 218_F_11 239_B_4
D3Mit251	MT3430	Chr3	41.5 F	WC3.35	140_H_7 331_B_8 444_G_3
D3Mit145	MT537	Chr3	42.6 P	WC3.36	121_C_6 153_B_4 178_D_6 181_B_5 300_B_10 390_A_8 390_C_1 406_G_4 408_F_10
D3Mit13	L37	Chr3	42.6 F		110_G_7 118_B_3 119_F_12 124_D_9 150_H_9 156_G_5 447_G_2 459_A_8
D3Mit348	MTH2237	Chr3	42.6 P	WC3.36	199_D_5 285_B_5 288_F_3 341_A_8 341_D_12 343_B_2 384_A_1 433_C_1
D3Mit319	MTH1620	Chr3	42.6 P	WC3.36	121_C_6 151_F_9 153_B_4 288_G_6 345_E_7 346_G_12 351_H_3 389_E_11 390_A_8 390_C_1 403_F_9 465_D_12
D3Mit159	MT963	Chr3	42.6 P		170_F_12 380_F_1 452_F_6 457_C_8
D3Mit253	MT4175	Chr3	42.6 P	WC3.36	136_F_2 178_C_3 282_C_12 285_B_5 320_F_9 343_B_2 388_G_7 408_H_12 419_G_1
D3Mit289.1		Chr3	42.6 P	WC3.36	121_C_6 153_B_4 178_D_6 181_B_5 300_B_10 390_A_8 390_C_1 406_G_4 408_F_10
D3Mit217	MT2121	Chr3	43.7 F		134_E_5 199_H_7 390_G_5 402_A_5 410_F_3 410_G_3 439_E_11
D3Mit82	MPC273	Chr3	44.8 F	WC3.37	120_C_2 131_E_6 148_E_1 153_A_5 170_A_5 199_H_11 282_D_10 406_E_10 433_A_12 439_F_4
D3Mit290	MT5164	Chr3	44.8 F	WC3.37	131_E_6 170_A_5 282_D_10 393_D_3 450_D_2
D3Mit110	MPC1708	Chr3	44.8 F	WC3.37	120_C_2 131_E_6 153_A_5 164_G_11 282_D_10 437_F_5 439_D_7 450_D_2 459_D_1
D3Mit255	MMH247	Chr3	45.9 F	WC3.39	120_G_2 122_E_12 169_B_1 184_B_6 187_H_7 308_C_4 348_D_11 348_E_7 418_B_6 419_A_8 444_E_5 451_B_8 460_F_5 464_F_12
D3Mit125	MT861	Chr3	45.9 P	WC3.39	120_G_2 163_C_4 348_E_7 464_F_12
D3Mit256	MT4341	Chr3	45.9 F	WC3.39	122_E_12 183_B_3 184_B_6 187_H_7 376_H_7 419_A_8 451_B_8 460_F_5
D3Mit291	MT4565	Chr3	45.9 F	WC3.39	122_E_12 169_B_1 184_B_6 187_H_7 376_H_7 419_A_8 419_B_5 451_B_8 460_F_5
D3Mit16	M159	Chr3	45.9 F	WC3.39	163_C_4 464_F_12
D3Mit111	MPC2470	Chr3	45.9 P	WC3.38	166_C_5 282_B_1 321_D_9 397_F_5 455_B_7 457_A_3
D3Mit193	MT2714	Chr3	45.9 P	WC3.38	149_C_3 160_G_4 166_C_5 282_B_1 330_H_10 397_F_5 418_B_10
D3Mit350	MTH1765	Chr3	45.9 F	WC3.38	149_C_3 160_G_4 160_H_5 166_C_5 282_B_1 330_H_10 397_F_5
D3Mit194	MT1780	Chr3	47.0 P	WC3.38	120_G_9 126_B_7 153_A_1 156_E_5 163_B_4 300_E_9 304_A_9 357_B_4 457_A_3
D3Mit195.2		Chr3	47.0 F	WC3.40	149_B_9 416_E_8 455_D_8
D3Mit196	MT1421	Chr3	48.1 F	WC3.40	292_A_9 333_G_9 418_H_9 454_G_1 459_C_1
D3Mit146	MTH123	Chr3	48.1 P	WC3.39	120_G_2 163_C_4 184_B_6 308_C_4 348_E_7 418_B_6 444_E_5 464_F_12
D3Mit351	MTH3033	Chr3	48.1 F	WC3.38	120_A_4 122_D_8 156_E_5 300_E_9
D3Mit160.2		Chr3	49.2 F	WC3.40	292_A_9 350_A_8 362_F_7 418_H_9 454_G_1
D3Mit258	MT4372	Chr3	49.2 F	WC3.40	124_D_5 156_A_5 156_E_7 185_E_1 239_H_2 313_H_12 333_E_10 333_F_4 393_A_10
D3Mit127	MT177	Chr3	49.2 F	WC3.40	124_D_5 137_E_4 139_B_2 239_H_2 333_E_10 333_F_4 359_H_7 381_E_9 402_H_1 409_D_5 426_B_4 457_D_10 459_G_4 462_A_7
D3Mit38	A674	Chr3	49.2 F	WC3.40	124_D_5 139_B_2 239_H_2 403_C_11 462_A_7
D3Mit257	MT3998	Chr3	49.2 F	WC3.40	113_A_3 139_B_2 403_C_11
D3Mit84	MPC366	Chr3	50.3 P	WC3.40	121_D_3 170_D_5 170_D_6 281_F_10 312_C_5 312_F_12 335_F_11 380_G_2 393_A_10 457_H_12
D3Mit320	MTH904	Chr3	50.3 P	WC3.40	118_G_3 124_D_5 140_F_3 170_D_5 281_B_9 312_F_12 380_G_2 393_A_10 456_H_3
D3Mit17	M235	Chr3	50.3 P	WC3.40	118_G_3 124_D_5 131_A_1 170_D_5 312_F_12 380_G_2 393_A_10
D3Mit259.1		Chr3	50.3 P	WC3.41	125_G_8 162_E_6 224_A_7 433_H_7
D3Mit197	MT1390	Chr3	50.3 F	WC3.40	127_F_1 171_H_7 312_F_12 322_H_9 441_E_6 445_E_9
D3Mit198	MT1488	Chr3	50.3 F	WC3.40	118_G_3 124_D_5 140_F_3 170_D_5 312_F_12 332_D_7 380_G_2 445_E_9
D3Mit113.2		Chr3	51.4 F	WC3.41	163_D_6 179_A_12 278_G_12 281_B_5 331_D_4 332_B_1 402_C_4 402_D_5 418_D_1 428_D_7 448_F_5
D3Mit260	MT3966	Chr3	51.4 P	WC3.41	125_G_8 129_C_9 158_C_6 179_A_12 203_F_12 224_A_7 325_C_10 332_B_1 460_F_9
D3Mit292	MJ4752	Chr3	51.4 F	WC3.41	125_G_8 163_D_6 224_A_7 351_D_10 351_E_10
D3Mit86	MPC1122	Chr3	54.6 F	WC3.42	300_A_12 356_H_12 384_G_1 435_B_2 446_F_10
D3Mit199	MT2240	Chr3	54.6 P		159_A_7 162_B_10 286_C_4 385_F_9 452_A_4
D3Mit321	MTH893	Chr3	54.6 F	WC3.42	134_B_12 169_C_9 178_B_7 379_E_8 397_E_12 409_C_11 458_D_8
D3Mit31	A629	Chr3	54.6 F	WC3.42	120_D_1 134_B_12 152_F_9 179_H_1 184_C_10 286_H_5 300_A_12 380_G_3 409_C_11 444_A_6 444_B_5 458_D_8 459_C_2
D3Mit261	MT3963	Chr3	54.6 F	WC3.42	356_H_12
D3Mit200	MT2414	Chr3	55.7 P	WC3.42	169_C_9 178_B_7 379_E_8 397_E_12 409_C_11 458_D_8
D3Mit45	B410	Chr3	57.9 F	WC3.42	169_C_9 178_B_7 379_E_8 397_E_12 409_C_11
D3Mit44	B439	Chr3	57.9 F	WC3.42	169_C_9 178_B_7 379_E_8 397_E_12 409_C_11
D3Mit293	MJ5207	Chr3	59.0 P	WC3.42	144_C_11 181_A_12 440_C_1
D3Mit147	MT1018	Chr3	59.0 F	WC3.42	144_C_11 178_B_7 320_F_2 330_E_11 410_H_4 437_G_6
D3Mit148	MTH129	Chr3	60.1 P	WC3.42	330_E_11
D3Mit32	B128	Chr3	60.1 F	WC3.42	138_F_8 181_A_12 185_G_4 410_A_10 410_C_5 449_H_9
D3Mit234	MT3277	Chr3	63.4 P	WC3.42	138_F_8 203_B_5 380_A_12 423_C_3 425_D_12 428_C_3 461_D_10
D3Mit352	MTH3107	Chr3	63.4 P		198_E_2
D3Mit294	MT4882	Chr3	63.4 F	WC3.42	117_C_4 214_E_6 397_C_9 414_F_10 420_E_11
D3Mit114	MPC1184	Chr3	63.4 F	WC3.42	117_C_4 214_E_6 397_C_9 414_F_10 420_E_11
