Locus	Assay	Chrom	Genetic Position	Contig	Yacs
	MHAa34e9.seq			WC6.23	117_G_12 173_H_5 179_E_6 293_H_4 382_F_11 414_H_7 418_D_5
	U06431			WC1.49	118_A_1 133_E_7 358_G_3 390_G_9 443_D_11
	03.MMHAP12FRA9.seq			WC5.14	136_A_8 136_B_8 223_E_6 223_G_6 255_G_2 281_D_2 287_F_2 397_B_4 458_H_6
	L49433			WC9.1	136_F_1 160_H_5 164_D_4 185_E_10 311_F_9 346_E_11 390_C_3 396_H_7
	35.MMHAP31FLD5.seq				255_D_8
	08.MMHAP28FRC8.seq			WC3.44	120_G_9 126_B_7 153_A_1 156_E_5 163_B_4 300_E_9 304_A_9 357_B_4 457_A_3
	D76446			WC4.8	151_A_3 177_A_1 193_B_11 193_E_10 311_F_9 377_F_9 397_G_4 456_C_1 457_H_1
	MHAa84f0.seq			WC1.45	118_C_7 126_B_7 156_G_3 177_F_12 178_G_7 463_H_2
	20.MHAa10f8.seq			WC8.5	136_C_5 149_F_10 161_H_9 185_B_9 200_C_1 317_C_7 341_D_6 405_H_4
	U11859			WC16.38	138_H_4 152_F_2 170_F_4 183_G_11 187_F_1 296_D_12 317_H_5 321_E_2 334_D_4 408_D_12
	Z32815			WC10.36	115_E_10 135_D_10 212_D_5 389_F_12 431_B_9
	34.MMHAP27FLD4.seq			WC1.35	203_B_9 214_E_8-f 240_F_4 308_A_7 438_A_2
	MHAa87c2.seq			WC1.22	120_F_7 128_G_5 167_A_1 266_B_1 281_G_8 303_B_7 359_F_3 379_E_5
	X03919				436_D_1
	M13963			WC15.1	203_E_7 443_F_1 465_F_1
	14.MMHAP25FLE2.seq			WC3.45	163_D_6 448_F_5
	MHAa32e5.seq				134_H_4 137_E_10 148_H_6 218_H_9 312_C_7 465_B_7
	D29951			WC1.66	179_F_7 391_C_1 433_D_1
	MHAa97e2.seq				378_F_5 405_A_6 406_B_12 416_G_12 420_H_8
	43.MMHAP25FLG4.seq			WC5.48	124_C_1 166_F_12 376_C_7 386_F_8 388_G_4 395_B_5
	M21856				128_D_3 185_F_8 292_D_7 381_E_10 408_B_5
	U05252				147_D_12 214_D_12 386_D_8
	Y00208			WC6.21	391_D_5 419_C_2
	19.MMHAP27FLG1.seq			WC4.2	149_H_11 198_E_7 421_F_7 421_H_5 440_F_5
	MHAa78e1.seq			WC4.32	153_H_12 310_G_9 324_A_12 357_C_8 362_C_7 405_G_2 432_F_7
	04.MHAa43c4.seq			WC15.25	224_B_4 398_B_11
	17.MMHAP26FRF8.seq			WC9.6	140_F_11 149_E_5 156_D_6 223_A_1 313_H_3 410_A_8
	M86829			WC5.31	152_F_10 159_E_12 283_G_11 311_C_6 317_B_2
	MHAa97a4.seq				115_A_1 120_A_1 163_A_1 223_A_1 223_F_8 285_A_1 296_A_1 317_A_1 321_A_1 376_A_1 388_A_1 431_A_1 440_G_2 446_A_1 87_A_1
	X01971			WC4.29	124_E_11 128_F_10 285_C_2 304_G_11 313_D_11 323_A_6
	X04725			WCX.40	274_G_12 405_G_10 446_F_5 463_H_11
	MTH3116			WC13.40	124_C_3 151_B_7 156_E_7 391_A_9 463_A_7 464_D_12
	27.MMHAP28FLA6.seq			WC10.46	172_C_7 177_H_7 255_A_11 330_D_9 409_C_8 464_B_6
	L28059				405_C_3
	L10385			WC2.49	121_D_7 156_H_2 297_D_4 376_F_3
	Z17804			WC2.30	159_F_3 289_E_4
	13.MMHAP29FRE7.seq			WC5.1	135_H_1 160_E_6 172_A_7 183_H_4 184_G_3 266_C_7 290_D_7 326_H_2 343_G_3 450_C_3
	29.MHAa55g5.seq				298_A_10 87_D_5
	20.MHAa98f8.seq				119_H_11 382_H_1 417_C_11
	U21103			WC11.37	153_E_12 170_F_6 193_A_6 193_B_7 304_E_10 344_F_8 362_B_12 384_E_6
	MTH1416			WC16.14	136_C_4 151_A_11 164_A_9 171_A_3 198_A_2 310_A_6 330_A_3 442_F_4
	46.MMHAP28FRH10.seq			WC6.25	127_G_3 151_E_6 151_F_2 170_G_5 255_C_5 386_B_8 395_D_9 424_E_7 439_F_7 464_B_10
	36.MMHAP26FLD6.seq			WC6.48	121_G_12 129_G_1 187_B_5 297_F_6 320_F_10
	MHAa70h8.seq			WC15.30	118_A_10 172_D_11 180_G_2 312_F_3 321_E_3 380_G_7 389_A_8 405_F_1
	X04648			WC1.67	120_C_2 128_B_11 138_G_5 173_C_4 286_C_7 316_C_5 451_H_1
	08.MHAa61B.seq			WC12.18	132_D_12 309_C_10 330_A_9 352_F_2 458_H_8
	45.MMHAP27FRG12.seq			WC3.25	136_D_10 136_H_4 162_A_10 217_B_2 299_C_2 376_G_5 387_B_7 391_H_10 421_D_7 432_B_6 432_F_11 457_D_9
	R75475			WC15.36	305_E_5 311_C_6 341_A_9 419_D_1 433_B_6 441_D_11
	mHAa57c11.seq			WC3.13	159_B_1 296_C_9 296_E_3 382_E_7 398_C_7 446_H_11 450_C_2
	MTH2511			WC16.36	173_H_4 282_B_10 328_A_10 426_G_11 436_F_4
	21.MMHAP32FLG3.seq				359_C_11 390_F_8 416_D_6 417_C_12
	L20509				115_A_1 120_A_1 122_A_1 138_A_1 144_A_1 160_A_1 163_A_1 167_A_1 188_A_1 285_A_1 296_A_1 317_A_1 321_A_1 321_A_3 321_F_9 344_A_1 376_A_1 381_A_1 388_A_1 392_F_4 405_A_1 408_A_1 412_A_1 431_A_1 446_A_1 87_A_1
	34.MHAa56g10.seq			WC12.18	113_C_2 463_A_6
	MHAa31c7.seq				128_E_11 173_F_6 179_F_6 307_F_10 392_A_5 435_H_4
	38.MHAa56h2.seq			WC9.23	132_F_1 185_G_3 198_B_1 387_H_1 441_H_10 441_H_12
	D26137			WC5.56	110_G_7 160_A_1 160_A_2 198_B_5 290_C_12 329_G_4 360_B_11 361_B_10
	29.MHAa90g5.seq				133_A_2 198_H_6 357_E_1
	03.MHAa75a3.seq			WC7.38	121_A_8 171_E_11 183_F_4 279_G_2 289_E_7 307_B_6
	mHAa24g12.seq			WC4.20	153_F_2 287_F_12 434_A_9 440_H_3 465_H_4
	42.MHAa98h6.seq			WC14.32	123_G_7 172_D_6 240_F_2 409_F_1 427_B_10
	06.mHAa7h6.seq			WC2.43	138_B_7 138_C_7 147_C_5 240_E_3 285_F_1 323_B_11 323_C_11 332_C_10 448_G_11
	MHAa15h11.seq				240_H_7
	U01023			WC16.37	273_F_4 380_G_3
	15.MHAa63b3.seq			WC3.19	387_B_8 444_A_12 444_B_11 459_A_12
	L02526			WC9.21	158_H_6 161_C_1 397_B_9 443_F_10
	MHAa52c2.seq			WC5.18	266_A_2 282_G_3 428_E_11
	D32007				198_E_7 309_A_12
	14.MMHAP33FRE8.seq			WC10.45	135_B_12 166_E_10 187_B_1 277_B_11 359_D_8
	MHAa38d12.seq			WC13.9	147_H_10 173_G_2 203_B_3 266_B_10 292_B_5 323_E_3 341_H_11 433_H_12 446_H_2 454_G_2 454_H_5 458_E_11
	MHAa70e1.seq			WC18.26	164_H_1 173_D_3 293_E_5
	MHAa70h12.seq			WC1.27	140_G_2 156_E_8 183_E_1 316_B_5 330_B_1 375_C_1
	10.MHAa65T_M13Rev.seq			WC3.44	149_C_3 160_G_4 282_B_1 330_H_10 397_F_5 446_D_12
	MHAa87g5.seq				127_G_9 133_C_4 324_B_1
	MHAa88e6.seq			WC1.72	156_D_1 163_B_12 172_F_1 188_F_5 223_H_2 302_H_12
	MHAa78h4.seq			WC15.15	287_H_6 444_D_12 456_A_12
	MHAa97d7.seq			WC1.18	136_A_4 149_G_6 199_C_3 281_D_8 377_A_8 390_G_2 451_E_3
	X80171			WC12.28	125_C_12 153_E_7 163_A_12 165_A_5 171_G_12 178_F_12 198_G_6 214_H_5 255_A_1 306_D_8 335_F_2
	MHAa97a7.seq			WC6.48	121_G_12 187_B_5 297_F_6
	MHAa30g3.seq			WC6.16	306_A_8 319_C_8 319_G_6 442_D_10
	45.MMHAP28FLG6.seq			WC9.14	118_F_11 179_A_2 203_F_12 277_F_4 293_B_3 298_E_3 316_G_9 356_C_9 356_D_8 387_D_7 403_F_8 434_F_9 458_E_2
	MHAa52c11.seq			WC14.40	132_H_5 159_A_4 188_A_12 256_G_5 295_G_1 312_A_2 358_F_10 358_H_3 359_A_7 359_H_12 389_A_2 389_B_2 435_F_6 449_H_12
	MHAa59h6.seq			WC2.46	123_H_6 140_A_11 187_E_3 281_E_4 312_E_6 312_G_4 343_G_12 410_E_12 450_B_11
	MHAa85g8.seq			WC12.28	384_E_11 385_H_9 418_H_4 445_E_3 449_D_5 455_B_10
	38.MHAa91h2.seq			WC15.34	126_D_7 158_C_7 459_A_5
	Results_ER_8_28_95_2_32.seq				465_H_12
	15.E1_9_6_95.seq			WC12.28	132_C_6 333_C_7 385_C_5 409_E_6 87_H_11
	M87276			WC2.45	153_D_6 163_G_1 184_C_9 184_D_9 309_B_2 349_F_7 446_E_1 464_C_3
	D617			WC8.25	141_G_1 164_F_1 321_C_7 341_A_6 348_C_12 381_B_1 439_A_2 445_A_5 445_F_2
	Y00850				127_H_11 129_A_11 133_B_9 140_C_6 188_E_1 279_G_3 311_B_11 316_H_6 449_F_10 454_B_3
	24.MHAa89f12.seq			WC1.0	134_F_1 139_F_2 161_H_2 184_B_11 381_C_7
	X80417			WC11.21	144_D_7 308_H_10 459_H_1
	26.MMHAP11FLA5.seq			WC1.68	117_A_9 119_E_3 136_A_7 137_C_1 149_E_3 287_F_5 295_D_3 361_F_10 377_D_4 389_F_6 409_A_7 421_G_4
	42.MMHAP12FRF12.seq				179_C_2 193_A_8
	31.MMHAP23FLC4.seq			WC11.15	121_E_9 121_H_10 133_A_4 167_C_7 184_G_11 334_F_11 349_D_8 386_F_3 460_H_2
	D618			WC11.18	211_G_1 240_A_1 320_E_7 332_A_9 377_E_1-f 421_F_2
	36.MMHAP28FRD12.seq			WC8.16	177_A_11 181_E_5 291_A_7 291_C_8 324_H_9 325_B_9 341_H_6 385_F_9 391_F_10 411_B_7 419_C_10 419_D_10 420_E_9 432_E_3 87_H_5
	11.MHAa63a11.seq			WC1.39	131_C_6 278_G_5 439_E_7
	18.MMHAP23FRF9.seq			WC8.43	136_C_9 151_D_1 164_E_5 331_A_5 342_C_9 351_H_11 435_D_4 439_F_4 448_E_9 449_F_4
	U07861				148_A_2 153_A_1 454_H_6 464_F_9 465_E_10
	J02700			WC1.71	375_C_11 458_F_3
	A784				149_A_1 187_C_4 313_D_1 409_E_2 410_H_3 455_G_6
	15.MMHAP28FRE9.seq			WC13.39	132_F_6 135_D_12 138_A_12 160_B_3 185_F_6 391_B_9 417_D_4 452_H_5
	16.MMHAP28FRF7.seq				166_B_7 213_G_12 406_C_4
	36.mHAa3c12.seq			WC13.40	140_H_2 346_C_7 361_B_7 382_G_3 395_H_8
	45.E1_9_6_95.seq				116_B_4 119_H_11 120_E_6 163_H_1 185_G_5 240_D_2 281_D_3 302_H_4 375_D_1 377_G_2 410_B_6 457_F_6
	MHAa84b11.seq			WC19.13	118_G_8 164_A_1 352_F_12 360_G_7 381_C_4 418_A_7
	mHAa57c10.seq			WC18.26	293_E_5 389_B_1 452_G_12
	X80338			WC17.26	125_E_12 160_C_4 168_B_4 341_B_8 448_E_8
	30.MMHAP12FLB6.seq			WC12.34	133_D_3 150_B_11 295_H_1 403_A_5 405_H_9 414_H_6 434_E_3-f
	04.MHAa93e4.seq			WC13.2	162_C_8 334_D_12 349_D_7 349_E_8
	03.MMHAP24FLA3.seq			WC19.23	119_E_12 132_E_1 147_E_1 281_A_4 316_E_11 323_A_8 326_D_11 405_E_1 446_D_7 453_D_10
	02.MHAa64e2.seq			WC3.17	123_C_4 153_C_4 181_A_1 185_E_7 212_A_3 289_A_3 322_B_5 350_H_9 411_A_10 421_H_6 427_C_3
	MHAa28f10.seq			WC1.29	180_B_10 378_A_1 380_G_7
	MHAa38d11.seq			WC1.34	120_D_10 131_G_4 310_A_10 396_F_4
	MHAa54f11.seq				140_B_11 141_H_9 180_E_4 321_G_4 352_C_4 420_A_11
	MHAa70h11.seq			WC7.31	311_A_7 382_F_2 396_F_1 418_A_1 426_F_6
	X14972				128_G_10 133_A_9 333_G_2 409_A_3 451_H_8
	X61385			WC11.18	117_F_3 160_D_6 266_H_6 311_G_9 458_D_9
	X80339			WC12.22	200_B_8 437_F_4
	34.MMHAP12FRD10.seq			WC6.44	124_C_11 136_G_4 218_F_7 288_E_3 297_B_3 403_G_5 417_G_6
	35.MMHAP27FRD11.seq			WC2.68	134_A_12 148_G_1 200_H_6 342_A_7 375_E_9 375_G_3 398_B_4 398_H_9
	M57999			WC13.5	117_D_7 148_D_3 164_E_8 177_H_5 295_H_6 361_B_10 361_C_9
	20.MHAa96b8.seq			WC1.59	156_A_9 170_G_3 183_A_5 406_E_10 427_D_10
	MHAa59e6.seq			WC9.15	121_D_4 360_E_6 388_F_11 450_E_6 460_C_4
	15.MHAa43d3.seq			WC2.55	120_C_6 125_A_9 129_F_2 138_G_2 193_D_9 317_A_9 324_C_10 333_G_11 390_G_10 409_B_3 464_G_10
	09.MMHAP29FRC9.seq				427_D_3 87_G_10
	MTH2892			WC16.17	295_F_6 341_B_6 350_B_10 387_C_12 405_C_7 418_C_9 433_H_8 438_B_2
	46.MMHAP12FRH10.seq				136_G_9 376_A_10 386_C_5 459_B_11
	34.MMHAP22FRD10.seq			WC3.34	285_E_8 345_F_12 87_H_3
	43.MMHAP27FRG10.seq			WC5.14	135_F_6 171_E_10 255_G_3 308_E_11 313_B_4 313_C_4 313_E_3 351_G_4 464_B_7
	MDB0851				129_F_11 377_G_2 414_F_3 464_D_9
	B109				158_F_10 240_A_5 395_F_10 397_A_9
	U49739			WC9.30	158_C_8 158_C_9 179_A_5 218_H_10 307_F_10 316_H_1 392_H_3 464_D_8
	MHAa27b7.seq			WC9.17	285_F_1 285_F_4 438_H_4
	02.MHAa89e2.seq			WC13.28	115_E_2 152_B_6 162_E_11 168_A_3 356_D_9 377_E_4
	46.MMHAP20FRH10.seq				120_A_7
	26.MHAa63c2.seq			WC2.3	215_B_5 311_F_1 324_A_11 388_B_2 434_D_5
	MHAa7d9.seq			WC2.5	133_E_1 134_F_3 283_C_9 403_B_3 417_F_7 454_F_2 459_B_6 462_C_12
	L25913				137_B_10 177_G_1 203_A_12 450_D_6 450_D_7
	MHAa35c7.seq			WC5.36	137_C_8 139_C_1 161_E_1 358_D_8 384_B_4 390_D_9 395_D_2
	22.MHAa90f10.seq			WC10.46	150_A_9 172_C_7 177_G_8 177_H_7 183_C_11 255_A_11 282_E_2 299_D_9 330_D_9 464_B_6
	U39738			WCX.35	131_E_8 158_G_12 184_E_12 328_C_4 358_G_12 415_D_10 436_C_11 439_G_11
	44.MMHAP20FRG11.seq				217_A_10 288_F_12 289_E_12 297_D_7 311_A_7 379_C_8 382_F_2 431_E_11
	MHAa84f7.seq				132_C_11 148_D_1 150_E_12 278_E_8 329_B_12 344_G_8 439_G_2 452_F_9
	22.MHAa58b10.seq			WC2.4	137_E_7 172_E_7 323_A_4 323_A_5 334_D_9 342_C_1 390_D_3 415_G_3 418_E_5 436_G_12
	MHAa21b2.seq			WC12.18	177_G_5 185_D_6 396_A_8 439_D_11 449_D_6
	D17974				121_G_7 359_C_10 457_F_4 462_B_2
	MHAa74h12.seq			WC12.1	119_G_3 128_F_6 215_C_2 215_C_3 290_C_2 317_H_3 395_B_4 406_B_5 439_E_12 459_H_5
	L10106			WC10.8	346_D_1 376_B_10 391_D_11 391_E_9 455_D_1
	X83577			WCX.12	110_G_6 136_E_1 180_G_6-f 184_D_4 351_D_1 362_C_5 386_F_10 416_A_5
	25.MHAa91g1.seq			WC17.7	116_B_11 124_F_9 198_G_2 281_D_6 310_A_4 313_B_11 350_F_11 391_B_11 393_C_10 433_B_10
	X59358			WC1.27	414_C_11 433_C_4
	43.MMHAP11FRG10.seq				144_C_10 169_G_4 331_E_3 397_C_12 417_D_12
	03.MMHAP32FLA3.seq				133_C_4 162_E_10 199_G_2 434_A_7
	44.MMHAP24FRG11.seq			WC1.45	132_F_6 152_D_8 153_C_10 171_H_4 343_E_10 362_B_6 381_F_11 410_D_12 418_F_4 435_A_8 448_A_12
	42.MHAa52h6.seq			WC10.36	115_E_10 115_E_9 183_E_2 183_E_7 185_G_5 211_A_3 211_D_2 461_E_11 461_E_9
	42.MHAa90d6.seq			WC6.22	184_G_5 299_H_11 311_H_7 384_H_9 410_E_5
	30.MMHAP11FLB6.seq			WC4.46	116_F_12 116_H_11 123_F_10 224_C_8 395_D_7 421_F_11 425_D_6 432_E_11 433_A_5 462_H_1
	U35101			WC13.15	310_F_7 357_A_7 448_B_6 456_F_4
	29.MMHAP25FRB11.seq			WC10.46	131_G_12 171_C_4 188_G_10 273_A_9 291_G_5 418_F_6 433_G_5 441_D_1 441_D_8 441_E_10
	34.MMHAP28FRD10.seq			WC2.3	121_C_3 137_C_12 149_C_12 152_G_4 159_F_9 334_F_5 344_H_2 382_B_2 384_F_4 406_H_7 409_H_4 441_G_10 458_D_3 464_F_6
	MHAa29b4.seq				188_C_11 214_H_1 281_F_10 438_D_6
	42.MHAa58d6.seq				183_C_1 361_H_4 391_A_9 395_H_6 403_E_10 411_G_1
	D17973				124_A_1 156_E_10 160_A_12 240_F_5 266_F_12 304_G_11 321_A_8 325_A_9 381_E_10 390_A_2 457_F_5 463_G_12
	MHAa21c2.seq			WC6.7	240_B_11 240_B_5 300_H_5 343_D_7 343_E_1 344_B_1 409_H_3 88_D_3
	J03074				285_D_8
	MHAa33c1.seq			WC6.41	134_A_5 137_G_7 147_F_8 169_C_9 171_H_10 281_H_2 285_C_2 328_C_3 334_F_9 386_A_9 409_H_2 417_A_6 442_A_12 446_H_10 454_C_7 465_G_11
	MHAa88h11.seq			WC11.41	346_A_5 346_B_10 381_F_4 403_E_1 459_F_5 88_H_6
	30.MHAa95c6.seq				351_A_5 375_C_10
	X01974			WC4.29	124_E_11 128_F_10 285_C_2 313_D_11 323_A_6
	22.MHAa10f10.seq			WC13.26	309_C_3 357_E_6 397_A_9 402_C_12 418_D_9 425_G_11 439_A_11 446_B_1 448_H_9
	19.MHAa43d7.seq			WC14.26	151_D_1 163_A_4 177_A_7 179_G_2 193_G_7 255_G_8 360_F_5
	38.MHAa52h2.seq			WC15.41	136_E_2 168_G_1 291_B_7 312_C_2 331_C_7 331_C_9 331_G_7 333_B_2 343_C_11 388_D_3 388_D_9 393_D_9 393_E_3 393_E_5 417_G_6
	20.MMHAP12FLG2.seq				135_F_9 166_H_8 184_C_1 291_G_4 299_H_5 396_G_10 416_C_6 420_E_2 465_E_8
	28.MMHAP34FRB10.seq			WC9.7	115_E_5 193_A_9 435_A_1
	17.MHAa64f5.seq				110_E_3 425_G_5 427_F_5
	40.MHAa61B.seq			WC12.5	147_C_6 147_H_5 218_A_3 286_A_6 352_A_12 393_E_8 418_G_6 437_A_10
	MDB0859			WC13.18	330_H_2 382_C_8 405_H_4
	38.MHAa75d2.seq			WC16.21	137_F_10 151_B_10 285_A_6 312_A_7 357_A_10 392_F_7 408_G_3 423_F_11 428_F_11
	mHAa317.seq			WC14.0	117_B_6 120_B_8 331_D_9 385_C_10 385_G_2 385_H_2 386_C_10 386_C_12 386_F_3 386_G_2 450_F_12
	R74825			WC11.37	266_G_4 285_A_8 389_B_6 421_C_2 433_E_8 434_B_3
	D18036			WC2.46	140_A_11 187_E_3 281_C_11 281_E_4 312_E_6 312_G_4 410_E_12 450_B_11
	11.MMHAP11FLD2.seq				120_F_2 171_G_1 298_C_10 303_G_1 376_A_11
	06.MHAa63a6.seq			WC1.68	117_A_9 119_E_3 136_A_7 137_C_1 287_F_5 361_F_10 409_A_7
	MHAa82b4.seq			WC4.3	177_B_6 308_H_3 329_H_5 387_A_4 395_E_8 463_A_11
	X80937			WC17.31	114_B_7 152_E_11 391_H_8 396_E_7
	MHAa20d6.seq			WC9.25	120_G_10 200_A_11 316_C_3 316_D_3
	MHAa7b12.seq			WC3.35	135_F_1 382_E_1 417_E_11 440_F_7
	X79828				306_A_8 375_E_11 393_H_10 416_G_9
	MHAa74a4.seq			WC1.1	116_E_4 139_A_7 181_B_2 384_H_5 415_A_8 419_G_6 432_F_2 441_H_2 463_E_2
	mHAa31f1.seq			WC16.3	281_F_11 349_G_3
	11.MHAa49a11.seq			WC8.21	335_B_5 362_G_5 430_A_4 430_B_4 453_E_5
	D18944			WC11.27	126_F_4 166_E_4 381_C_2 393_C_5 416_D_4 436_B_5
	41.MHAa63d5.seq			WC6.44	297_B_3 389_A_6 435_H_5 457_B_11
	10.MHAa43c10.seq			WC3.33	148_D_2 335_D_2 360_B_6 430_G_8 451_C_2
	D45836			WC11.4	224_F_11 224_G_1 405_H_6 434_B_3
	MDB0405			WC2.5	211_G_2 397_B_12 405_H_11
	32.MMHAP26FRC11.seq			WC11.5	128_E_9 150_E_12 162_F_8 171_H_3 266_G_10 403_F_8 405_H_2 427_D_6
	MTH651				122_A_1 138_A_1 160_A_1 160_E_1 285_A_1 321_A_1 344_C_11 381_A_1 405_A_1 446_A_1
	X74438			WC1.27	179_H_9 187_C_2 218_D_8 316_B_5 329_B_2
	MHAa31c1.seq				159_F_6 224_H_6 345_C_12
	D17933			WC5.2	123_H_10 165_D_4-f
	42.MHAa92h6.seq				134_E_5 162_C_6 415_F_4
	48.MMHAP22FRH12.seq			WC3.35	133_G_1 135_F_1 384_B_9 417_E_11 440_F_7
	MDB0699			WC13.35	185_D_9 311_B_5 313_H_12 320_C_4 320_D_3 356_D_9 406_G_4 461_E_12 461_E_4
	26.MMHAP32FLA5.seq			WC17.1	131_F_12 148_G_4 359_B_7 395_D_1 438_A_9 441_A_7 446_G_5 454_F_5 460_E_2 461_C_2
	D17971			WC16.14	126_H_7 168_A_10 390_B_10
	MHAa31c5.seq			WC10.21	149_C_12 352_F_3
	MHAa67f6.seq			WC11.44	119_E_7 185_D_12 299_D_5 459_G_9
	33.MHAa95c9.seq			WC4.20	167_F_1 390_C_4 451_B_10 458_H_9
	38.MHAa10h2.seq			WC4.36	115_A_10 132_E_5 168_A_6 273_F_2 403_F_9 406_F_10
	28.MHAa65T_M13Rev.seq			WC1.48	110_G_6 342_H_6 350_E_12 350_G_6 392_H_4 445_A_1 464_F_4
	40.MHAa92d4.seq			WC9.23	119_C_12 136_E_4 286_H_10 305_B_8 422_A_9 423_A_4 429_A_9 454_E_9 87_D_12
	MHAa7a1.seq			WC11.9	153_B_6 159_A_1 168_B_8 173_B_9 295_H_7 351_C_6 362_G_12 410_C_8
	Results_ER_8_28_95_2_16.seq			WC4.55	409_B_9 452_H_5 459_E_3
	X58077			WC5.48	313_F_10 323_G_12 324_C_4 324_F_12 350_A_11 361_D_2 426_C_9 446_D_7
	42.MHAa96d6.seq			WC6.45	148_A_12 169_B_1 173_A_8 332_H_1 375_F_3 384_G_8 403_F_5 417_A_10
	X04647			WC8.4	405_E_3
	R75555				120_E_6 160_D_3 273_H_9 309_A_6
	Z36293			WC2.50	120_C_8 132_E_5 163_C_3 240_G_10 342_A_10 358_E_5 434_A_5
	28.MMHAP26FRB10.seq				149_G_2 172_A_9 240_H_1 398_E_12 459_A_8
	X93328				160_F_10 359_H_4 461_E_10
	12.mHAa9f12.seq				148_D_12
	08.MHAa46e8.seq			WC8.29	129_C_6 134_E_12 181_B_5 333_G_8 418_C_9 451_H_10 462_B_3
	D18941			WC15.37	152_B_9 185_A_10 218_B_4 285_F_3 312_A_10 317_G_1 342_D_10 396_H_5 439_B_8
	MHAa74a3.seq			WC5.14	132_B_1 166_C_9 184_C_12 213_D_9 223_E_6 223_G_6 255_E_6 255_G_2 323_E_9 381_A_5 452_G_5 465_B_10
	MHAa82b3.seq			WC6.50	132_A_10 133_B_7 150_H_6 166_D_2 180_F_2 185_A_2 193_B_1 359_H_4 387_F_9 388_H_3 431_E_1
	MHAa54h11.seq			WC5.55	319_D_12 350_D_9 434_B_7
	07.MHAa93e7.seq				115_A_9 123_C_7 131_B_10 138_F_2 177_B_7 344_C_2 344_D_5 344_E_5 441_A_12
	Y00848			WC18.22	184_D_10 341_B_3 461_B_5
	MDB1111				116_D_11 121_B_12 147_G_11 301_E_5 376_C_1 381_E_8 458_G_5
	A1133				133_G_7 185_A_5 436_H_10 439_D_10
	L11316			WC3.49	110_A_2 123_H_2 136_G_4 138_F_1 188_D_12 350_E_1 379_A_2 385_D_10 395_A_2 461_A_2
	41.MMHAP25FRF11.seq				198_C_2 309_H_9 328_F_5 335_C_5 385_G_7 416_D_9 432_F_9 434_E_2 434_G_1 87_E_7
	27.MHAa58c3.seq			WC12.22	147_A_12 172_C_2 187_A_3 187_B_3 187_G_3 212_G_10 346_E_2 375_G_10 458_B_6
	46.MMHAP24FRH10.seq			WC19.23	132_E_1 187_H_4 312_E_8 316_E_11 405_E_1 446_D_7
	D18061			WC2.5	126_G_5 180_E_2 266_H_10 320_A_4 320_A_5 346_C_12 359_G_7 442_F_5 449_E_4
	MT2425			WC9.13	144_E_8 147_G_12 167_H_12 168_E_4 181_H_10 281_C_1 358_G_12 433_C_5 448_B_7 463_F_9
	MHAa53a2.seq				150_C_12 179_F_9 324_C_10 436_D_6 457_F_2
	X74616			WCX.28	139_D_8 141_A_2 165_F_10 381_F_7 387_A_11
	M62766			WC13.31	115_C_7 120_D_2 140_G_10 390_A_11 458_E_5
	12.MMHAP12FLD3.seq			WC13.5	382_B_10 420_C_11
	20.MHAa92f8.seq				119_G_2 395_D_9
	03.MMHAP14FLA3.seq				178_G_7 427_E_1
	D43694			WC6.26	140_D_10 160_G_4 171_G_7 179_D_10 298_A_9 392_E_11 392_H_2
	D17936			WC5.38	168_D_2 214_B_9 287_C_11 386_A_7 460_G_5
	44.MHAa95d8.seq				151_B_4 183_C_1 281_G_8 331_D_12 384_G_7
	MHAa54c4.seq				240_E_3 408_H_8
	MHAa70e4.seq			WC15.22	168_A_9 171_A_9 184_E_3 199_A_3 217_A_3 341_E_2 377_A_9 422_C_8 445_H_6 451_F_4
	34.MMHAP32FLD4.seq				256_F_5
	T25669			WC8.41	121_F_11 169_G_6 385_C_6 411_C_6 87_E_9
	17.MMHAP27FRF8.seq			WC19.0	295_C_12 326_C_5 384_B_3 385_E_10 448_B_8
	28.E1_9_6_95.seq			WC15.4	178_D_6 317_E_10 421_B_5 439_G_11 440_H_7 451_F_1 454_G_11
	31.MMHAP25FRC10.seq			WC3.45	346_A_4 359_H_7 426_B_4 457_D_10
	M92088			WC15.42	183_H_3
	MT2426			WC7.22	179_E_5 352_H_2 397_A_9 398_D_1 435_D_10
	M55637			WC2.2	256_D_3 385_C_5
	D50060				127_F_2 134_D_2 212_D_6 307_C_7 316_C_7 317_B_3 359_H_1 450_F_5
	M11024			WC12.29	113_C_10 137_A_8 281_G_1 316_G_6 357_A_9 379_C_6 385_C_5 438_D_6 458_D_5
	33.MMHAP27FRC12.seq				166_D_8 319_F_2 356_B_3 356_E_1-f 442_A_8
	D17856				113_D_1 132_A_11 181_D_11 342_H_12 349_B_9
	MHAa35c6.seq			WC1.67	200_C_12 322_A_9 411_A_6 455_A_1
	MHAa27b6.seq			WC1.62	115_C_11 116_A_12 217_B_12 349_H_7 403_A_1
	25.MHAa55g1.seq			WC4.4	119_B_8 134_B_11 181_D_10 239_C_1 240_H_1 283_D_10 324_C_2 334_H_7 346_H_5 378_H_8 381_A_8 433_F_8 448_D_12
	16.MHAa75b4.seq			WC3.42	120_C_2 131_E_6 153_A_5 168_G_11 282_D_10 439_D_7 450_D_2 88_G_11
	M80909			WC15.39	118_D_2 125_H_2 183_A_8 199_G_5 239_H_3 301_B_2 301_B_5 323_A_1 323_C_1 379_G_12 386_G_10 396_A_11 442_F_8
	X94616				152_B_5 434_B_9 434_D_5
